text,sentiment,topic,intent,binary
اساتذہ کی کارکردگی پر طلباء کا مثبت ردعمل ہے۔,positive,education,Feedback,relevant
یونیورسٹی میں داخلے کے لیے کوئی معیاری نظام نہیں ہے۔,negative,education,Complaint,relevant
کیا اس سال امتحانات کے شیڈول میں کوئی تبدیلی ہوگی؟,neutral,education,Inquiry,relevant
تعلیم کے معیار کو بلند کرنے کے لیے اساتذہ کی تربیت ضروری ہے۔,positive,education,Feedback,relevant
اسکول کے پرنسپل کا رویہ انتہائی نامناسب تھا۔,negative,education,Complaint,relevant
یہ آن لائن کورس بہت مفید ثابت ہوا ہے۔,positive,education,Feedback,relevant
طلباء کے لیے لیبارٹری کی سہولیات ناکافی ہیں۔,negative,education,Complaint,relevant
کیا اس اسکول میں داخلہ اب بھی کھلا ہے؟,neutral,education,Inquiry,relevant
ہم چاہتے ہیں کہ حکومت معیاری تعلیم کو فروغ دے۔,neutral,education,Request,relevant
اساتذہ کی محنت قابل ستائش ہے۔,positive,education,Feedback,relevant
اسکول کے نصاب میں پریکٹیکل کے کام کا فقدان ہے۔,negative,education,Complaint,relevant
اس سال داخلوں کے لیے میرٹ لسٹ کب جاری ہوگی؟,neutral,education,Inquiry,relevant
جدید تعلیمی آلات کی فراہمی سے تدریس بہتر ہوگی۔,positive,education,Feedback,relevant
یونیورسٹی میں اساتذہ کی کمی کی وجہ سے تدریس متاثر ہو رہی ہے۔,negative,education,Complaint,relevant
کیا یہ تربیتی پروگرام بیرون ملک کے طلباء کے لیے موزوں ہے؟,neutral,education,Inquiry,relevant
ہم اساتذہ کے لیے بہتر تدریسی ماحول کی خواہش رکھتے ہیں۔,positive,education,Feedback,relevant
اسکول کی عمارت خستہ حالی کا شکار ہے۔,negative,education,Complaint,relevant
یہ نصابی کتاب بہت معلوماتی ہے۔,positive,education,Feedback,relevant
کیا طلباء کو اسکالرشپ کی سہولت فراہم کی جائے گی؟,neutral,education,Inquiry,relevant
ہم حکومت سے تعلیمی اداروں کی تعداد بڑھانے کی اپیل کرتے ہیں۔,neutral,education,Request,relevant
اساتذہ کی تدریس کا انداز بہت پر کشش ہے۔,positive,education,Feedback,relevant
ملازمین کی تنخواہوں میں کمی کی گئی ہے۔,negative,education,Complaint,relevant
کیا اس کورس کے بعد ملازمت کا موقع ملے گا؟,neutral,education,Inquiry,relevant
ہم اسکول کی طرف سے منعقدہ تقریبات کی تعریف کرتے ہیں۔,positive,education,Feedback,relevant
تعلیمی نظام میں اصلاحات کی اشد ضرورت ہے۔,negative,education,Complaint,relevant
یہ نصاب طلباء کی ضروریات کو پورا نہیں کرتا۔,negative,education,Complaint,relevant
اساتذہ کی تعیناتی کے عمل میں شفافیت ہونی چاہیے۔,neutral,education,Request,relevant
کیا یہ ڈگری بین الاقوامی سطح پر تسلیم شدہ ہے؟,neutral,education,Inquiry,relevant
اس اسکول کا تعلیمی ماحول بہترین ہے۔,positive,education,Feedback,relevant
یونیورسٹی میں سہولیات کی کمی کی شکایت ہے۔,negative,education,Complaint,relevant
یہ آن لائن لرننگ پلیٹ فارم بہت مفید ہے۔,positive,education,Feedback,relevant
طلباء کی کارکردگی کو بہتر بنانے کے لیے رہنمائی کی ضرورت ہے۔,neutral,education,Request,relevant
کیا اس اسکول میں کوئی کھیل کا میدان موجود ہے؟,neutral,education,Inquiry,relevant
اساتذہ کے لیے بہتر مراعات کی ضرورت ہے۔,negative,education,Request,relevant
یہ تعلیمی پروگرام ہمارے لیے بہت سود مند رہا ہے۔,positive,education,Feedback,relevant
آبادی کا تیزی سے بڑھنا ملک کے لیے ایک چیلنج ہے۔,negative,population,Complaint,relevant
ہم آبادی پر قابو پانے کے لیے حکومتی اقدامات کی حمایت کرتے ہیں۔,positive,population,Feedback,relevant
کیا آبادی کے کنٹرول کے لیے کوئی مؤثر منصوبہ بندی ہے؟,neutral,population,Inquiry,relevant
میں آبادی میں اضافے کو کنٹرول کرنے کی درخواست کرتا ہوں۔,neutral,population,Request,relevant
آبادی کے لحاظ سے وسائل کی تقسیم مناسب نہیں ہے۔,negative,population,Complaint,relevant
حکومت نے آبادی کے کنٹرول کے لیے اہم اقدامات کیے ہیں۔,positive,population,Feedback,relevant
شہری علاقوں میں آبادی کا ارتکاز بہت زیادہ ہے۔,negative,population,Complaint,relevant
کیا خاندانی منصوبہ بندی کے بارے میں کوئی نئی تحقیق ہوئی ہے؟,neutral,population,Inquiry,relevant
بڑھتی آبادی خوراک اور پانی کی کمی کا باعث بن رہی ہے۔,negative,population,Complaint,relevant
خاندانی منصوبہ بندی کے بارے میں شعور اجاگر کرنا بہت ضروری ہے۔,positive,population,Feedback,relevant
حکومتی منصوبوں کی وجہ سے آبادی کا شرح نمو کم ہوا ہے۔,positive,population,Feedback,relevant
دیہی علاقوں سے شہروں کی طرف آبادی کی ہجرت ایک بڑا مسئلہ ہے۔,negative,population,Complaint,relevant
کیا اس ملک کی آبادی میں کمی واقع ہو رہی ہے؟,neutral,population,Inquiry,relevant
ہم حکومت سے آبادی کے کنٹرول کے لیے مزید اقدامات کی امید رکھتے ہیں۔,neutral,population,Request,relevant
آبادی کی زیادہ تعداد کی وجہ سے بے روزگاری بڑھ رہی ہے۔,negative,population,Complaint,relevant
عوامی آگاہی مہمات نے خاندانی منصوبہ بندی میں مدد کی ہے۔,positive,population,Feedback,relevant
رئیل اسٹیٹ کے شعبے میں آبادی میں اضافے کا اثر نظر آ رہا ہے۔,neutral,population,Feedback,relevant
کیا خاندانی منصوبہ بندی کے لیے کوئی مفت سہولیات دستیاب ہیں؟,neutral,population,Inquiry,relevant
ہم حکومتی پالیسیوں کو آبادی کے کنٹرول میں مددگار سمجھتے ہیں۔,positive,population,Feedback,relevant
بڑھتی ہوئی آبادی کے پیش نظر بہتر منصوبہ بندی ناگزیر ہے۔,negative,population,Complaint,relevant
پسماندہ علاقوں میں آبادی کا کنٹرول بہت مشکل ہے۔,negative,population,Complaint,relevant
حکومت کی طرف سے جاری کردہ مردم شماری کے اعداد و شمار قابل اعتماد ہیں۔,positive,population,Feedback,relevant
کیا اس علاقے میں آبادی کی گنجانیت زیادہ ہے؟,neutral,population,Inquiry,relevant
ہم آبادی کے مسائل کے حل کے لیے حکومت سے مدد کی اپیل کرتے ہیں۔,neutral,population,Request,relevant
آبادی کی زیادہ تعداد قدرتی وسائل پر دباؤ بڑھا رہی ہے۔,negative,population,Complaint,relevant
خاندانی منصوبہ بندی کے بارے میں درست معلومات کی فراہمی اہم ہے۔,positive,population,Feedback,relevant
اس دیہی علاقے میں آبادی کی شرح میں کمی آئی ہے۔,positive,population,Feedback,relevant
کیا آبادی کے کنٹرول کے طریقہ کار سے متعلق کوئی نئی معلومات دستیاب ہے؟,neutral,population,Inquiry,relevant
ہم حکومتی کوششوں کو آبادی کے کنٹرول میں مؤثر پاتے ہیں۔,positive,population,Feedback,relevant
آبادی کی غیر متناسب تقسیم معاشرتی مسائل کو جنم دے رہی ہے۔,negative,population,Complaint,relevant
شہری منصوبہ بندی آبادی کے لحاظ سے ہونی چاہیے۔,neutral,population,Request,relevant
کیا اس سال مردم شماری کا عمل مکمل ہو جائے گا؟,neutral,population,Inquiry,relevant
ہم آبادی میں اضافے کے نقصانات سے سب کو آگاہ کرنا چاہتے ہیں۔,negative,population,Feedback,relevant
حکومتی وسائل آبادی کی ضروریات کے مطابق نہیں ہیں۔,negative,population,Complaint,relevant
مردم شماری کے دوران تعاون کرنا ہر شہری کا فرض ہے۔,positive,population,Feedback,relevant
کیا آبادی کے لحاظ سے روزگار کے مواقع دستیاب ہیں؟,neutral,population,Inquiry,relevant
ہم حکومت سے آبادی کے کنٹرول کے لیے مزید منصوبہ بندی کی درخواست کرتے ہیں۔,neutral,population,Request,relevant
یہ نیا ریستوران واقعی بہت شاندار ہے۔,positive,other,Feedback,irrelevant
شہر میں ٹریفک کا مسئلہ دن بدن سنگین ہوتا جا رہا ہے۔,negative,other,Complaint,irrelevant
مجھے ایک اچھی سائیکو تھراپسٹ کی تلاش ہے۔,neutral,other,Inquiry,irrelevant
ہم حکومت سے سڑکوں کی مرمت کی درخواست کرتے ہیں۔,neutral,other,Request,irrelevant
موسم کی تبدیلیوں کا اثر فصلوں پر پڑ رہا ہے۔,negative,other,Complaint,irrelevant
یہ فلم بہت دلچسپ اور معلوماتی تھی۔,positive,other,Feedback,irrelevant
شہر کی سہولیات بہتر ہونی چاہیے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین پوسٹ آفس کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
سیاحت کو فروغ دینے کے لیے مزید اقدامات کیے جائیں۔,negative,other,Request,irrelevant
یہ کتابچہ بہت مفید معلومات فراہم کرتا ہے۔,positive,other,Feedback,irrelevant
پارک میں صفائی ستھرائی کا فقدان ہے۔,negative,other,Complaint,irrelevant
کیا کوئی اچھی لائبریری قریب میں موجود ہے؟,neutral,other,Inquiry,irrelevant
میں ایک پرامن اور خوبصورت جگہ کی تلاش میں ہوں۔,neutral,other,Request,irrelevant
یہ ٹیکنالوجی واقعی حیرت انگیز ہے۔,positive,other,Feedback,irrelevant
شہری ہوا کی آلودگی کا شکار ہیں۔,negative,other,Complaint,irrelevant
کیا آپ مجھے اس عمارت کے بارے میں کچھ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
ہم اپنے علاقے میں تجاوزات کے خاتمے کا مطالبہ کرتے ہیں۔,negative,other,Request,irrelevant
اس پروجیکٹ کا نتیجہ بہت حوصلہ افزا ہے۔,positive,other,Feedback,irrelevant
شہر میں پینے کے پانی کا مسئلہ تشویشناک ہے۔,negative,other,Complaint,irrelevant
کیا کوئی کرکٹ میچ آج کھیلا جا رہا ہے؟,neutral,other,Inquiry,irrelevant
ہم اس مسئلے کے حل کی امید رکھتے ہیں۔,positive,other,Feedback,irrelevant
یہ کار بہت آرام دہ اور طاقتور ہے۔,positive,other,Feedback,irrelevant
سرکاری دفاتر میں رشوت ستانی کا کلچر عام ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین بینک کا پتہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
ہم حکومت سے روزگار کے مواقع بڑھانے کی اپیل کرتے ہیں۔,neutral,other,Request,irrelevant
یہ نیا قانون ملک کے لیے مثبت ثابت ہوگا۔,positive,other,Feedback,irrelevant
شہر میں جرائم کی شرح میں اضافہ ہوا ہے۔,negative,other,Complaint,irrelevant
کیا آپ کے پاس کوئی اچھی فلم کی تجویز ہے؟,neutral,other,Inquiry,irrelevant
ہم حکومت سے پرامن احتجاج کی اجازت چاہتے ہیں۔,neutral,other,Request,irrelevant
یہ منصوبہ ملک کی ترقی کے لیے اہم ہے۔,positive,other,Feedback,irrelevant
علاقے میں بجلی کی بندش ایک بڑا مسئلہ ہے۔,negative,other,Complaint,irrelevant
کیا اس میوزیم کے اوقات کار کیا ہیں؟,neutral,other,Inquiry,irrelevant
ہم تفریحی مقامات کی تعداد میں اضافے کا مطالبہ کرتے ہیں۔,negative,other,Request,irrelevant
یہ ہوٹل واقعی بہت پرسکون اور خوبصورت ہے۔,positive,other,Feedback,irrelevant
قانون نافذ کرنے والے اداروں کی کارکردگی پر سوال اٹھایا گیا ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے قریب ترین اسپتال کا راستہ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
ہم حکومت سے سیاحتی انفراسٹرکچر کی بہتری کی درخواست کرتے ہیں۔,neutral,other,Request,irrelevant
یہ موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
پٹرول کی قیمتوں میں اضافہ ہو رہا ہے۔,negative,other,Complaint,irrelevant
